DayOfWeek,Origin_Airport,Scheduled_Departure,Departure_Time,Dep_Delay,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Del_morethan15,Cancelled,Diverted,Distance,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers
6,DFW,1827,1829,27.0,2257,2250,-7.0,0,0,0,1372.0,13.0,0.0,0.0,0,0,1
7,DFW,1827,1828,1.0,2257,2252,,0,0,0,1372.0,4.0,0.0,0.0,0,0,1
2,DFW,1827,1826,-1.0,2257,2302,5.0,0,0,0,1372.0,0.0,0.0,0.0,0,0,1
3,DFW,1827,1900,,2257,2333,36.0,1,0,0,1372.0,0.0,0.0,23.0,0,13,1
4,,1827,2055,148.0,2257,109,132.0,1,0,0,,51.0,0.0,0.0,0,120,1
5,,1827,1900,46.0,2257,2325,28.0,1,0,0,1372.0,17.0,0.0,0.0,0,0,1
6,DFW,1827,2214,253.0,2257,219,202.0,1,0,0,1372.0,85.0,0.0,0.0,0,85,1
7,DFW,1827,1942,75.0,2257,108,131.0,1,0,0,1372.0,19.0,0.0,131.0,0,0,1
6,JFK,1645,1654,33.0,2002,2029,27.0,1,0,0,2475.0,11.0,22.0,,9,0,1
7,JFK,1645,1640,-5.0,2002,1940,-22.0,0,0,0,2475.0,0.0,38.0,0.0,0,0,1
1,JFK,1645,1642,-3.0,2002,1936,-26.0,0,0,0,2475.0,6.0,30.0,0.0,0,0,1
2,JFK,1645,1639,-6.0,2002,1925,-37.0,0,0,0,2475.0,0.0,25.0,0.0,0,0,1
3,JFK,1645,1643,-2.0,2002,2000,-2.0,0,0,0,2475.0,5.0,5.0,0.0,0,0,1
4,JFK,1645,1650,,2002,1956,-6.0,0,0,0,2475.0,0.0,31.0,0.0,0,0,1
5,JFK,1645,1644,25.0,2002,2209,127.0,1,0,0,-418.0,3.0,0.0,127.0,0,0,1
6,JFK,1700,1657,19.0,2023,2023,0.0,0,0,0,2475.0,0.0,15.0,0.0,0,0,1
7,JFK,1645,1639,-6.0,2002,1942,-20.0,0,0,0,2475.0,0.0,18.0,0.0,0,0,1
1,JFK,1645,1749,64.0,2002,2052,50.0,1,0,0,2475.0,18.0,32.0,0.0,0,0,1
2,JFK,1645,1643,-2.0,2002,1935,-27.0,0,0,0,2475.0,0.0,31.0,0.0,0,0,1
3,JFK,1645,1642,-3.0,2002,1944,-18.0,0,0,0,2475.0,9.0,26.0,0.0,0,0,1
4,JFK,1645,1715,30.0,2002,2037,35.0,1,0,0,2475.0,8.0,54.0,,0,1,1
5,JFK,1645,1649,16.0,2002,2027,25.0,1,0,0,2475.0,17.0,28.0,21.0,0,0,1
6,JFK,1700,1810,91.0,2023,2138,75.0,1,0,0,2475.0,27.0,93.0,5.0,0,0,1
7,JFK,1645,1642,-3.0,2002,1934,-28.0,0,0,0,2475.0,0.0,28.0,0.0,0,0,1
1,JFK,1645,1753,68.0,2002,2107,65.0,1,0,0,2475.0,30.0,30.0,65.0,0,0,1
2,JFK,1645,1646,1.0,2002,2003,1.0,0,0,0,,0.0,0.0,0.0,0,0,1
3,,1645,1645,0.0,2002,2014,12.0,0,0,0,2475.0,1.0,29.0,0.0,0,0,1
4,JFK,1645,1641,-4.0,2002,1937,-25.0,0,0,0,2475.0,0.0,33.0,0.0,0,0,1
5,JFK,1645,1648,29.0,2002,1957,-5.0,0,0,0,2475.0,10.0,14.0,0.0,0,0,1
6,JFK,1700,1709,25.0,2023,2049,26.0,1,0,0,2475.0,2.0,15.0,17.0,0,0,1
7,JFK,1645,1643,,2002,1918,-44.0,0,0,0,2475.0,0.0,28.0,0.0,0,0,1
1,JFK,1645,1957,192.0,2002,2306,184.0,1,0,0,2475.0,67.0,28.0,0.0,0,0,1
2,JFK,1645,1640,-5.0,2002,1958,-4.0,0,0,0,2475.0,0.0,16.0,0.0,0,0,1
3,JFK,1645,1640,-5.0,2002,2036,34.0,1,0,0,2475.0,0.0,11.0,34.0,0,0,1
4,JFK,1645,1953,188.0,2002,11,249.0,1,0,0,2475.0,69.0,21.0,249.0,0,0,1
5,JFK,1645,1643,14.0,2002,1953,-9.0,0,0,0,2475.0,6.0,39.0,0.0,0,0,1
6,JFK,1700,1803,83.0,2023,2226,123.0,1,0,0,2475.0,31.0,10.0,123.0,0,0,1
7,JFK,1645,1808,83.0,2002,2110,68.0,1,0,0,2475.0,29.0,16.0,0.0,0,0,1
5,LGA,750,750,25.0,1035,1018,,0,0,0,1389.0,7.0,0.0,0.0,0,0,1
6,LGA,750,747,13.0,1035,1008,-27.0,0,0,0,1389.0,7.0,,,0,0,1
7,LGA,750,749,-1.0,1035,1017,-18.0,0,0,0,1389.0,0.0,0.0,,0,0,1
1,LGA,750,744,-6.0,1035,1100,25.0,1,0,0,1389.0,0.0,0.0,25.0,0,0,1
2,LGA,750,755,,1035,1030,-5.0,0,0,0,1389.0,0.0,0.0,0.0,0,0,1
3,LGA,750,746,-4.0,1035,1027,,0,0,0,1389.0,1.0,0.0,0.0,0,0,1
4,LGA,750,751,1.0,1035,1007,-28.0,0,0,0,1389.0,0.0,0.0,0.0,0,0,1
5,LGA,750,753,28.0,1035,1035,0.0,0,0,0,1389.0,17.0,0.0,0.0,0,0,1
6,LGA,750,748,12.0,1035,1033,-2.0,0,0,0,1389.0,3.0,0.0,0.0,0,0,1
7,LGA,750,745,-5.0,1035,1024,-11.0,0,0,0,1389.0,0.0,0.0,0.0,0,0,1
1,LGA,750,745,-5.0,1035,1005,-30.0,0,1,0,,0.0,0.0,0.0,0,0,1
2,LGA,750,750,0.0,1035,1025,-10.0,0,0,0,1389.0,3.0,0.0,0.0,0,0,1
3,LGA,750,744,,1035,1008,-27.0,0,0,0,1389.0,0.0,0.0,0.0,0,0,1
4,LGA,750,746,,1035,1012,-23.0,0,0,0,1389.0,,0.0,0.0,0,0,1
5,LGA,750,750,28.0,1035,1050,15.0,1,0,0,1389.0,11.0,0.0,15.0,0,0,1
6,LGA,750,747,20.0,1035,1016,-19.0,0,0,0,1389.0,7.0,0.0,0.0,0,0,1
7,,750,749,-1.0,1035,1009,-26.0,0,0,0,1389.0,7.0,0.0,0.0,0,0,1
1,LGA,750,745,-5.0,1035,1011,-24.0,0,0,0,,0.0,0.0,0.0,0,0,1
2,LGA,750,750,0.0,1035,1017,-18.0,0,0,0,1389.0,6.0,0.0,0.0,0,0,1
3,LGA,750,810,20.0,1035,1032,-3.0,0,0,0,1389.0,12.0,0.0,,0,0,1
4,LGA,750,742,-8.0,1035,951,-44.0,0,0,0,1389.0,0.0,0.0,0.0,0,0,1
5,LGA,750,747,13.0,1035,959,-36.0,0,0,0,1389.0,9.0,0.0,,0,0,1
6,LGA,750,801,29.0,1035,1041,6.0,0,0,0,1389.0,15.0,0.0,0.0,0,0,1
7,LGA,750,750,,1035,1011,-24.0,0,0,0,1389.0,0.0,0.0,,0,0,1
1,LGA,750,750,0.0,1035,1009,-26.0,0,0,0,1389.0,3.0,0.0,0.0,0,0,1
2,LGA,750,749,-1.0,1035,1011,-24.0,0,0,0,1389.0,0.0,,0.0,0,0,1
3,LGA,750,749,-1.0,1035,1012,-23.0,0,0,0,1389.0,3.0,0.0,0.0,0,0,1
4,LGA,750,815,25.0,1035,1107,32.0,1,0,0,1389.0,14.0,0.0,7.0,0,0,1
5,LGA,750,747,19.0,1035,1029,-6.0,0,0,0,1389.0,4.0,0.0,0.0,0,0,1
6,LGA,750,748,23.0,1035,1029,-6.0,0,0,0,1389.0,10.0,,0.0,0,0,1
7,LGA,750,818,28.0,1035,1054,19.0,1,0,0,1389.0,8.0,0.0,0.0,0,0,1
2,DFW,1842,1846,4.0,2330,2310,-20.0,0,0,0,1391.0,6.0,0.0,0.0,0,0,1
3,DFW,1842,1846,4.0,2330,2312,-18.0,0,0,0,1391.0,0.0,0.0,0.0,0,0,1
4,DFW,1842,1846,4.0,2330,2329,-1.0,0,0,0,1391.0,0.0,0.0,0.0,0,0,1
5,DFW,1842,1932,63.0,2330,38,68.0,1,0,0,1391.0,22.0,0.0,68.0,0,0,1
6,,1842,1939,73.0,2330,5,35.0,1,0,0,1391.0,19.0,,0.0,0,0,1
7,DFW,1842,1903,,2330,2339,9.0,0,0,0,1391.0,0.0,0.0,0.0,0,0,1
1,DFW,1842,1910,28.0,2330,2346,16.0,1,0,0,1391.0,9.0,0.0,0.0,0,9,1
2,DFW,1842,1842,0.0,2330,2315,-15.0,0,0,0,1391.0,2.0,0.0,,0,0,1
3,DFW,1842,1937,55.0,2330,6,36.0,1,0,0,1391.0,24.0,0.0,,0,35,1
4,DFW,1842,1852,10.0,2330,2333,3.0,0,0,0,,5.0,0.0,0.0,0,0,1
5,DFW,1842,2019,109.0,2330,34,64.0,1,0,0,1391.0,31.0,0.0,0.0,0,45,1
6,DFW,1842,1838,25.0,2330,2325,-5.0,0,0,0,1391.0,16.0,0.0,0.0,0,0,1
7,DFW,1842,1837,-5.0,2330,2304,-26.0,0,0,0,1391.0,5.0,0.0,0.0,0,0,1
1,DFW,1842,1850,8.0,2330,2331,1.0,0,0,0,1391.0,3.0,0.0,0.0,0,0,1
2,DFW,1842,1849,7.0,2330,2324,-6.0,0,0,0,1391.0,0.0,0.0,0.0,0,0,1
3,DFW,1842,1845,3.0,2330,2313,-17.0,0,0,0,,0.0,0.0,0.0,0,0,1
4,DFW,1842,1927,45.0,2330,7,37.0,1,0,0,1391.0,15.0,0.0,37.0,0,0,1
5,DFW,1842,1856,38.0,2330,2346,16.0,1,0,0,1391.0,15.0,0.0,2.0,0,0,1
6,DFW,1842,1839,20.0,2330,2308,-22.0,0,0,0,1391.0,5.0,0.0,0.0,0,0,1
7,DFW,1842,1841,,2330,2324,-6.0,0,0,0,1391.0,0.0,0.0,0.0,0,0,1
2,DFW,1842,1951,69.0,2330,30,60.0,1,0,0,1391.0,20.0,0.0,0.0,0,40,1
3,DFW,1842,1842,0.0,2330,2331,1.0,0,0,0,1391.0,5.0,0.0,0.0,0,0,1
4,DFW,1842,1857,,2330,2339,,0,0,0,1391.0,0.0,0.0,0.0,0,0,1
5,DFW,1842,1835,9.0,2330,2309,-21.0,0,0,0,1391.0,4.0,0.0,0.0,0,0,1
6,DFW,1842,1841,26.0,2330,2307,-23.0,0,0,0,1391.0,4.0,,0.0,0,0,1
7,DFW,1842,2005,83.0,2330,44,74.0,1,0,0,1391.0,31.0,0.0,74.0,0,0,1
5,DFW,1810,1814,18.0,2240,21,101.0,1,0,0,1389.0,7.0,0.0,101.0,0,0,1
6,DFW,1810,1813,32.0,2240,2215,-25.0,0,0,0,1389.0,8.0,0.0,0.0,0,0,1
7,DFW,1810,1937,87.0,2240,2344,64.0,1,0,0,1389.0,36.0,0.0,0.0,0,56,1
1,DFW,1810,1948,98.0,2240,2354,74.0,1,1,0,1389.0,35.0,0.0,0.0,0,74,1
5,ATL,815,810,12.0,1019,1016,-3.0,0,0,0,594.0,3.0,0.0,,0,0,1
6,ATL,815,813,27.0,1019,1012,-7.0,0,0,0,594.0,9.0,0.0,0.0,0,0,1
7,ATL,815,813,-2.0,1019,1011,-8.0,0,0,0,594.0,2.0,0.0,0.0,0,0,1
1,ATL,815,808,-7.0,1019,1009,-10.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
2,ATL,815,811,-4.0,1019,1019,0.0,0,0,0,594.0,0.0,0.0,,0,0,1
3,ATL,815,808,-7.0,1019,1003,-16.0,0,0,0,594.0,3.0,0.0,0.0,0,0,1
4,ATL,815,812,-3.0,1019,1014,-5.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
5,ATL,815,812,24.0,1019,1013,-6.0,0,0,0,594.0,2.0,0.0,0.0,0,0,1
6,ATL,815,811,24.0,1019,1007,-12.0,0,0,0,594.0,12.0,0.0,,0,0,1
7,,815,807,-8.0,1019,1005,-14.0,0,0,0,594.0,9.0,0.0,0.0,0,0,1
1,,815,809,-6.0,1019,1008,-11.0,0,0,0,594.0,2.0,0.0,0.0,0,0,1
2,ATL,815,809,-6.0,1019,1003,-16.0,0,0,0,594.0,7.0,0.0,0.0,0,0,1
3,ATL,815,814,,1019,1018,-1.0,0,0,0,594.0,,0.0,0.0,0,0,1
4,ATL,815,812,-3.0,1019,1006,-13.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
5,ATL,815,813,27.0,1019,1006,-13.0,0,0,0,594.0,6.0,0.0,0.0,0,0,1
6,ATL,815,821,18.0,1019,1022,3.0,0,0,0,594.0,9.0,0.0,0.0,0,0,1
7,ATL,815,812,-3.0,1019,1013,-6.0,0,0,0,594.0,4.0,0.0,0.0,0,0,1
1,ATL,815,810,-5.0,1019,1005,-14.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
2,ATL,815,809,-6.0,1019,957,-22.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
3,ATL,815,811,-4.0,1019,1002,-17.0,0,0,0,594.0,0.0,0.0,,0,0,1
4,ATL,815,807,-8.0,1019,1032,13.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
5,ATL,815,812,12.0,1019,958,,0,0,0,594.0,1.0,0.0,0.0,0,0,1
6,ATL,815,811,23.0,1019,1006,-13.0,0,0,0,594.0,12.0,0.0,0.0,0,0,1
7,ATL,815,808,-7.0,1019,955,-24.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
1,ATL,815,809,,1019,1000,-19.0,0,0,0,,0.0,0.0,0.0,0,0,1
2,ATL,815,813,-2.0,1019,1015,-4.0,0,0,0,594.0,3.0,0.0,0.0,0,0,1
3,ATL,815,810,-5.0,1019,1011,-8.0,0,0,0,594.0,0.0,,0.0,0,0,1
4,ATL,815,813,-2.0,1019,1011,-8.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
5,ATL,815,810,19.0,1019,1003,-16.0,0,0,0,594.0,9.0,,0.0,0,0,1
6,,815,811,19.0,1019,1005,-14.0,0,0,0,594.0,2.0,0.0,0.0,0,0,1
7,ATL,815,815,0.0,1019,1007,-12.0,0,0,0,594.0,0.0,0.0,0.0,0,0,1
6,LAS,1908,1958,67.0,2025,2143,78.0,1,0,0,236.0,18.0,0.0,28.0,0,48,1
7,LAS,1908,1915,7.0,2025,2051,26.0,1,0,0,236.0,0.0,0.0,19.0,0,7,1
1,LAS,1908,1943,35.0,2025,2056,31.0,1,0,0,236.0,13.0,0.0,0.0,0,27,1
2,LAS,1908,1904,-4.0,2025,2019,-6.0,0,0,0,236.0,0.0,0.0,0.0,0,0,1
3,LAS,1908,1933,25.0,2025,2105,40.0,1,0,0,236.0,4.0,0.0,15.0,0,25,1
4,LAS,1908,1916,8.0,2025,2051,26.0,1,0,0,,8.0,0.0,18.0,0,3,1
5,LAS,1908,1928,40.0,2025,2042,17.0,1,0,0,236.0,13.0,0.0,0.0,0,17,1
6,LAS,1908,2013,85.0,2025,2134,69.0,1,0,0,236.0,27.0,0.0,4.0,0,64,1
7,LAS,1908,1922,14.0,2025,2026,1.0,0,0,0,236.0,0.0,0.0,0.0,0,0,1
5,DFW,1700,1703,24.0,1831,1822,,0,0,0,431.0,0.0,0.0,0.0,0,0,1
6,DFW,1700,1740,65.0,1831,1851,,1,0,0,431.0,22.0,0.0,0.0,0,20,1
7,DFW,1700,1709,9.0,1831,1828,-3.0,0,0,0,431.0,0.0,0.0,0.0,0,0,1
1,DFW,1700,1725,25.0,1831,1912,41.0,1,0,0,431.0,12.0,0.0,16.0,0,25,1
2,DFW,1700,1756,56.0,1831,1915,44.0,1,0,0,431.0,20.0,0.0,0.0,0,44,1
3,DFW,1700,1654,-6.0,1831,1819,-12.0,0,0,0,431.0,6.0,0.0,0.0,0,0,1
4,DFW,1700,1654,-6.0,1831,1818,-13.0,0,0,0,431.0,0.0,0.0,0.0,0,0,1
5,DFW,1700,1752,68.0,1831,1919,48.0,1,0,0,431.0,20.0,0.0,0.0,0,48,1
6,DFW,1700,1739,51.0,1831,2007,96.0,1,0,0,431.0,8.0,39.0,57.0,0,0,1
7,DFW,1700,1731,31.0,1831,1856,25.0,1,0,0,431.0,15.0,0.0,0.0,0,0,1
1,DFW,1700,1746,46.0,1831,1905,34.0,1,0,0,431.0,10.0,0.0,0.0,0,33,1
2,DFW,1700,1817,77.0,1831,1939,68.0,1,0,0,,25.0,0.0,,0,42,1
3,DFW,1700,1655,-5.0,1831,1836,5.0,0,0,0,,7.0,0.0,0.0,0,0,1
4,DFW,1700,1754,54.0,1831,1914,43.0,1,0,0,,22.0,0.0,0.0,0,42,1
5,DFW,1700,1756,67.0,1831,1917,46.0,1,0,0,431.0,25.0,0.0,0.0,0,14,1
6,DFW,1700,1658,10.0,1831,1824,-7.0,0,0,0,431.0,8.0,0.0,0.0,0,0,1
7,DFW,1700,1653,-7.0,1831,1818,-13.0,0,0,0,431.0,2.0,0.0,0.0,0,0,1
1,DFW,1700,1653,-7.0,1831,1822,-9.0,0,0,0,431.0,5.0,0.0,0.0,0,0,1
2,DFW,1700,1719,19.0,1831,1835,4.0,0,0,0,431.0,4.0,0.0,0.0,0,0,1
3,DFW,1700,1733,33.0,1831,1847,16.0,1,0,0,431.0,10.0,0.0,0.0,0,16,1
4,DFW,1700,1725,25.0,1831,1850,19.0,1,0,0,431.0,4.0,,0.0,0,19,1
5,DFW,1700,1657,14.0,1831,1828,-3.0,0,0,0,431.0,5.0,0.0,,0,0,1
6,DFW,1700,1659,28.0,1831,1835,4.0,0,0,0,431.0,9.0,0.0,,0,0,1
7,DFW,1747,1745,-2.0,1914,1913,-1.0,0,0,0,431.0,0.0,0.0,0.0,0,0,1
1,DFW,1700,1850,110.0,1831,2020,109.0,1,0,0,431.0,35.0,25.0,0.0,0,84,1
2,DFW,1700,1730,30.0,1831,1911,40.0,1,0,0,431.0,18.0,0.0,10.0,0,30,1
3,DFW,1700,2133,273.0,1831,2302,271.0,1,0,0,431.0,97.0,0.0,0.0,0,182,1
4,DFW,1700,1730,30.0,1831,1930,59.0,1,0,0,431.0,14.0,0.0,29.0,0,0,1
5,DFW,1700,1830,107.0,1831,1957,86.0,1,0,0,,37.0,0.0,0.0,0,78,1
6,DFW,1700,1726,39.0,1831,1908,37.0,1,0,0,431.0,4.0,0.0,11.0,0,26,1
7,DFW,1700,1759,59.0,1831,1917,46.0,1,0,0,431.0,20.0,0.0,0.0,0,41,1
5,SLC,1335,1356,43.0,1714,1729,15.0,1,0,0,989.0,20.0,0.0,0.0,0,12,1
6,SLC,1335,1326,17.0,1714,1647,-27.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
7,SLC,1335,1356,21.0,1714,1727,13.0,0,0,0,989.0,11.0,0.0,0.0,0,0,1
1,SLC,1335,1329,-6.0,1714,1708,-6.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
2,SLC,1335,1335,0.0,1714,1701,-13.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
3,SLC,1335,1327,-8.0,1714,1646,-28.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
4,SLC,1335,1345,10.0,1714,1716,2.0,0,0,0,,2.0,,0.0,0,0,1
5,SLC,1335,1335,27.0,1714,1714,,0,0,0,989.0,22.0,0.0,0.0,0,0,1
6,SLC,1335,1334,13.0,1714,1759,45.0,1,0,0,989.0,2.0,0.0,45.0,0,0,1
7,SLC,1335,1331,-4.0,1714,1706,-8.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
1,SLC,1335,1330,-5.0,1714,1648,-26.0,0,1,0,989.0,0.0,0.0,0.0,0,0,1
2,SLC,1335,1329,-6.0,1714,1652,-22.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
3,SLC,1335,1329,-6.0,1714,1657,-17.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
4,SLC,1335,1335,0.0,1714,1704,-10.0,0,0,0,,0.0,0.0,,0,0,1
5,SLC,1335,1330,16.0,1714,1702,-12.0,0,0,0,989.0,9.0,0.0,0.0,0,0,1
6,SLC,1335,1329,5.0,1714,1655,,0,0,0,989.0,0.0,0.0,0.0,0,0,1
7,SLC,1335,1334,-1.0,1714,1714,0.0,0,0,0,989.0,8.0,0.0,0.0,0,0,1
1,SLC,1335,1333,-2.0,1714,1711,-3.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
2,SLC,1335,1327,-8.0,1714,1715,1.0,0,0,0,989.0,1.0,0.0,0.0,0,0,1
3,SLC,1335,1343,8.0,1714,1721,7.0,0,0,0,989.0,5.0,0.0,0.0,0,0,1
4,SLC,1335,1332,-3.0,1714,1708,-6.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
5,SLC,1335,1332,16.0,1714,1731,17.0,1,0,0,989.0,1.0,0.0,17.0,0,0,1
6,SLC,1335,1336,17.0,1714,1701,-13.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
7,SLC,1335,1329,-6.0,1714,1706,,0,0,0,989.0,1.0,,0.0,0,0,1
1,SLC,1335,1335,0.0,1714,1705,-9.0,0,0,0,989.0,6.0,0.0,,0,0,1
2,SLC,1335,1332,-3.0,1714,1705,-9.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
3,SLC,1335,1326,-9.0,1714,1724,10.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
4,SLC,1335,1335,0.0,1714,1657,-17.0,0,0,0,989.0,0.0,0.0,0.0,0,0,1
5,SLC,1335,1334,23.0,1714,1654,-20.0,0,0,0,989.0,11.0,0.0,0.0,0,0,1
6,SLC,1335,1330,11.0,1714,1708,-6.0,0,0,0,989.0,2.0,0.0,0.0,0,0,1
7,SLC,1335,1346,11.0,1714,1717,3.0,0,0,0,989.0,10.0,0.0,0.0,0,0,1
5,DFW,2210,2207,24.0,2355,2338,-17.0,0,0,0,989.0,6.0,,13.0,0,0,1
6,,2210,2207,22.0,2355,2359,4.0,0,0,0,989.0,2.0,0.0,44.0,0,0,1
7,,2210,2205,-5.0,2355,8,13.0,0,0,0,,0.0,0.0,34.0,0,0,1
1,DFW,2210,2207,-3.0,2355,3,8.0,0,0,0,989.0,0.0,0.0,49.0,0,0,1
2,DFW,2210,2209,-1.0,2355,2347,-8.0,0,0,0,,2.0,0.0,48.0,0,0,1
3,DFW,2210,2218,8.0,2355,2,7.0,0,0,0,989.0,1.0,0.0,12.0,0,0,1
4,DFW,2210,2228,18.0,2355,11,16.0,1,0,0,989.0,9.0,0.0,46.0,0,0,1
5,DFW,2210,2225,10.0,2355,13,18.0,1,0,0,,0.0,0.0,27.0,0,0,1
6,DFW,2210,2306,80.0,2355,41,46.0,1,0,0,989.0,27.0,46.0,30.0,0,0,1
7,DFW,2210,2245,35.0,2355,27,32.0,1,0,0,989.0,8.0,0.0,24.0,0,27,1
1,DFW,2210,2208,-2.0,2355,2357,2.0,0,0,0,989.0,0.0,0.0,48.0,0,0,1
2,DFW,2210,2203,-7.0,2355,2355,0.0,0,0,0,989.0,4.0,,30.0,0,0,1
3,DFW,2210,2208,-2.0,2355,10,15.0,1,0,0,989.0,0.0,,61.0,0,0,1
4,DFW,2210,2209,-1.0,2355,2349,-6.0,0,0,0,989.0,0.0,0.0,40.0,0,0,1
5,DFW,2210,2,124.0,2355,147,112.0,1,0,0,989.0,49.0,0.0,9.0,0,112,1
6,DFW,2210,2210,19.0,2355,2340,-15.0,0,0,0,,10.0,0.0,17.0,0,0,1
7,DFW,2210,2204,-6.0,2355,2341,-14.0,0,0,0,989.0,6.0,0.0,26.0,0,0,1
1,DFW,2210,2222,12.0,2355,2351,1429.0,0,0,0,989.0,7.0,0.0,47.0,0,0,1
2,DFW,2210,2211,1.0,2355,2342,-13.0,0,0,0,989.0,0.0,0.0,16.0,0,0,1
3,DFW,2210,2205,-5.0,2355,2335,-20.0,0,0,0,989.0,9.0,0.0,22.0,0,0,1
4,,2210,2215,5.0,2355,2353,-2.0,0,0,0,989.0,5.0,0.0,31.0,0,0,1
5,DFW,2210,2214,29.0,2355,2346,-9.0,0,0,0,989.0,9.0,0.0,19.0,0,0,1
6,DFW,2210,2204,5.0,2355,2338,,0,0,0,989.0,2.0,0.0,29.0,0,0,1
7,DFW,2210,2210,0.0,2355,2344,-11.0,0,0,0,989.0,1.0,0.0,25.0,0,0,1
1,DFW,2210,2330,80.0,2355,58,63.0,1,0,0,989.0,27.0,0.0,9.0,0,43,1
2,DFW,2210,2231,21.0,2355,3,8.0,0,0,0,989.0,0.0,,22.0,0,0,1
3,DFW,2210,14,124.0,2355,143,108.0,1,0,0,989.0,52.0,0.0,49.0,0,0,1
5,DFW,2210,2227,43.0,2355,11,16.0,1,0,0,989.0,15.0,0.0,46.0,0,1,1
6,DFW,2210,2236,36.0,2355,14,19.0,1,0,0,989.0,14.0,0.0,16.0,0,19,1
7,DFW,2210,723,553.0,2355,902,547.0,1,0,0,989.0,204.0,0.0,29.0,0,0,1
5,DEN,1815,1820,18.0,2112,2132,20.0,1,0,0,641.0,3.0,0.0,15.0,0,5,1
6,DEN,1815,1847,52.0,2112,2131,19.0,1,0,0,641.0,21.0,0.0,0.0,0,15,1
7,DEN,1815,1816,1.0,2112,2128,16.0,1,0,0,641.0,0.0,0.0,15.0,0,1,1
1,DEN,1815,1813,-2.0,2112,2104,-8.0,0,1,0,641.0,1.0,0.0,0.0,0,0,1
2,DEN,1820,1813,-7.0,2117,2123,6.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
3,DEN,1820,1918,58.0,2117,2206,49.0,1,0,0,641.0,24.0,0.0,0.0,0,45,1
4,DEN,1820,1829,9.0,2117,2111,-6.0,0,0,0,641.0,9.0,,0.0,0,0,1
5,DEN,1820,1833,39.0,2117,2132,15.0,1,0,0,641.0,11.0,0.0,2.0,0,13,1
6,DEN,1820,1926,77.0,2117,2210,53.0,1,0,0,641.0,34.0,0.0,0.0,0,37,1
7,DEN,1820,1942,82.0,2117,2244,87.0,1,0,0,641.0,36.0,0.0,5.0,0,0,1
1,DEN,1820,1837,17.0,2117,2117,0.0,0,0,0,641.0,5.0,0.0,0.0,0,0,1
2,DEN,1820,1816,,2117,2103,-14.0,0,0,0,641.0,0.0,0.0,,0,0,1
3,DEN,1820,1820,,2117,2110,-7.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
4,DEN,1820,1853,33.0,2117,2154,37.0,1,0,0,641.0,12.0,0.0,4.0,0,21,1
5,DEN,1820,1940,90.0,2117,2236,79.0,1,0,0,641.0,29.0,0.0,0.0,0,63,1
6,DEN,1820,1822,17.0,2117,2112,-5.0,0,0,0,641.0,4.0,0.0,0.0,0,0,1
7,DEN,1820,1829,9.0,2117,2121,4.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
1,DEN,1820,1818,-2.0,2117,2116,-1.0,0,0,0,641.0,3.0,0.0,0.0,0,0,1
2,DEN,1820,1814,-6.0,2117,2106,-11.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
3,DEN,1820,1819,,2117,2113,-4.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
5,DEN,1820,1249,1129.0,2117,1547,1110.0,1,0,0,641.0,392.0,0.0,1.0,0,1068,1
6,DEN,1820,1855,48.0,2117,2238,81.0,1,0,0,641.0,17.0,0.0,46.0,0,19,1
7,DEN,1820,1833,13.0,2117,2149,32.0,1,0,0,641.0,11.0,0.0,,0,10,1
1,DEN,1820,2047,147.0,2117,2342,145.0,1,1,0,641.0,49.0,0.0,0.0,0,117,1
2,,1820,1851,31.0,2117,2138,21.0,1,0,0,641.0,13.0,0.0,0.0,0,20,1
3,DEN,1820,1951,91.0,2117,2243,86.0,1,0,0,641.0,31.0,0.0,0.0,0,86,1
4,DEN,1820,1856,36.0,2117,2145,28.0,1,0,0,641.0,17.0,0.0,0.0,0,19,1
5,DEN,1820,1930,90.0,2117,2223,66.0,1,0,0,641.0,33.0,0.0,0.0,0,65,1
